https://www.grailed.com/listings/26670659-japanese-brand-x-selfedge-evis-japanese-selvedge-jeans?g_aidx=Listing_production&g_aqid=d911efa1081f37efbc8bb78a9e47d243,$180,https://media-assets.grailed.com/prd/listing/26670659/ee5f8ecb0b1a40a6a9a486c2ce5214df?,Waist: 81.3cm;Inseam: 88.9cm;Leg Opening: 43.2cm;
https://www.grailed.com/listings/58689735-japanese-brand-x-jean-x-somet-somet-japan-selvedge-jeans?g_aidx=Listing_production&g_aqid=ddf583352fce3f957586007d838add2e,$80,https://media-assets.grailed.com/prd/listing/38858523/77ade741a5e74efc90cebcfee7d3692f?,Waist: 40.6cm;Inseam: 85.1cm;Leg Opening: 20.3cm;
https://www.grailed.com/listings/59288250-japanese-brand-x-jean-hosu-atpd-selvedge-japan-denim-jeans?g_aidx=Listing_production&g_aqid=fff46c32db206bcf21c9ee2121bf815a,$72,https://media-assets.grailed.com/prd/listing/temp/941c90c75a7842aaa812ba4ab630829c?,Waist: 40.6cm;Inseam: 86.4cm;Leg Opening: 21.6cm;
https://www.grailed.com/listings/59941339-made-in-usa-x-rrl-ralph-lauren-rrl-selvedge-buckleback-made-in-usa?g_aidx=Listing_production&g_aqid=fff46c32db206bcf21c9ee2121bf815a,$184,https://media-assets.grailed.com/prd/listing/45750252/4697e4e7b69541f69e18af330d0ecb0f?,Waist: 83.8cm;Inseam: 86.4cm;Leg Opening: 21.6cm;
https://www.grailed.com/listings/59988785-levi-s-x-levi-s-vintage-clothing-levis-lvc-501xx-big-e-1947-selvedge-denim?g_aidx=Listing_production&g_aqid=b854a29f14611ef866ab187cb92b241d,$180,https://media-assets.grailed.com/prd/listing/temp/ba67daec7fe14dafa390f21fe0fe7c72?,Waist: 40.6cm;Inseam: 86.4cm;Leg Opening: 21.6cm;
https://www.grailed.com/listings/58866583-archival-clothing-x-japanese-brand-x-readymade-red-shoes-jeans-selvedge-japan-jeans?g_aidx=Listing_production&g_aqid=b854a29f14611ef866ab187cb92b241d,$58,https://media-assets.grailed.com/prd/listing/39886162/399d6aea39294e7b924581c03b4b56e7?,Waist: 40.6cm;Inseam: 86.4cm;Leg Opening: 20.3cm;
https://www.grailed.com/listings/59227853-edwin-x-if-six-was-nine-x-kimono-japan-dragon-edwin-selvedge-jeans-size-32?g_aidx=Listing_production&g_aqid=c7ddc74eda0d1d8fac2c260191fba846,$87,https://media-assets.grailed.com/prd/listing/temp/c517e93521444dc986a0d8bc7f18aa6c?,Waist: 81.3cm;Inseam: 86.4cm;Leg Opening: 21.6cm;
https://www.grailed.com/listings/60033370-edwin-x-if-six-was-nine-x-japanese-brand-edwin-505z-selvedge-denim-jeans?g_aidx=Listing_production&g_aqid=c7ddc74eda0d1d8fac2c260191fba846,$69,https://media-assets.grailed.com/prd/listing/temp/127a6c62c46b4c8a9162c282e2d37255?,Waist: 40.6cm;Inseam: 88.9cm;Leg Opening: 21.6cm;
